 TRIP_DISTANCE,TEL_TRIPSTART,Trip Start time in mins, TEL_STARTODO, TEL_TRIPEND,Trip End time in mins,Difference of trip times, TEL_ENDODO, TEL_SOC_START, TEL_SOC_END,Percent Lost SOC, TEL_AVG_VELOCITY, AC_ON_DURATION, HEADLAMP_ON_DURATION, CHARGE_START, CHARGE_END, CHARGE_AMOUNT (Wh), FULLCHARGEFLAG, FULLCHARGE_KMSPAN, FULLCHARGE_EFFICIENCY, FULLCHARGE_AMOUNT, VEHICLE_ID, START_BAT_ACTUAL, END_BAT_ACTUAL
15,32:35.6,0032,10232,51:36.6,0051,19,10248,47,35,12,50.53,0,0,16:00.0,16:00.0,2821,0,,,,15,7,-1
4,25:08.3,0025,5982,47:09.4,0047,22,5992,102,92,10,27.27,0,0,52:00.0,05:00.0,303,1,10,30.3,303,9,16,-1
21,12:54.6,0012,13602,52:47.7,0052,40,13623,78,60,18,31.5,0,25,55:00.0,18:00.0,6707,1,47,142.702128,6707,14,13,9
21,19:30.4,0019,8264,23:43.4,0023,4,8265,54,53,1,15,0,3.08,01:00.0,38:00.0,7109,1,23,309.086957,7109,23,13,8
3,17:33.5,0017,8205,30:19.5,0030,13,8209,95,90,5,18.46,0,9.2,00:00.0,10:00.0,1670,0,,,,12,16,16
8,17:51.6,0017,7821,38:53.6,0038,21,7830,85,71,14,25.71,19.52,17.98,10:00.0,50:00.0,4257,1,16,266.0625,4257,22,14,12
14,26:42.7,0026,4548,43:00.7,0043,17,4562,28,12,16,49.41,0,13.77,30:00.0,50:00.0,14103,1,72,195.875,14103,20,3,-1
8,10:47.0,0010,14240,27:37.1,0027,17,14248,50,42,8,28.24,6.15,0,40:00.0,40:00.0,10328,1,66,156.484848,10328,8,7,6
7,08:18.5,0008,10910,21:32.5,0021,13,10918,63,52,11,36.92,0,0,10:00.0,10:00.0,7233,1,28,258.321429,7233,7,10,8
5,36:20.3,0036,27894,49:05.3,0049,13,27899,52,45,7,23.08,0,12.75,00:00.0,50:00.0,9889,1,57,173.491228,9889,13,8,6
2,47:53.6,0047,11522,55:55.6,0055,8,11525,80,78,2,22.5,1.02,0,58:00.0,13:00.0,3417,1,17,201,3417,20,13,-1
6,32:58.3,0032,18133,53:59.4,0053,21,18140,46,38,8,20,21.02,0,53:00.0,14:00.0,6503,0,,,,5,7,6
7,12:48.3,0012,18443,35:09.3,0035,23,18450,89,82,7,18.26,22.35,1.98,34:00.0,36:00.0,2940,1,15,196,2940,18,15,13
3,02:12.8,0002,18663,15:26.8,0015,13,18667,68,64,4,18.46,13.23,13.23,16:00.0,08:00.0,6178,1,37,166.972973,6178,5,12,10
20,14:59.9,0015,7207,49:45.9,0049,34,7227,106,87,19,34.29,10.73,0,53:00.0,05:00.0,3534,1,21,168.285714,3534,11,16,14
1,25:10.1,0025,2061,29:08.1,0029,4,2062,65,64,1,15,3.97,0,17:00.0,40:00.0,6692,1,44,152.090909,6692,20,10,10
3,01:36.1,0001,29273,08:47.1,0008,7,29276,41,38,3,25.71,0,0,10:00.0,00:00.0,2146,0,,,,13,7,7
2,31:28.1,0031,29281,37:21.1,0037,6,29283,56,55,1,20,0,0,30:00.0,50:00.0,8542,1,59,181.152542,10688,13,6,6
12,22:29.3,0022,24536,56:24.3,0056,34,24548,95,81,14,21.18,0,0,59:00.0,31:00.0,19906,1,12,1658.833333,19906,11,16,13
10,31:13.8,0031,6060,46:01.8,0046,15,6071,37,26,11,44,0,0,48:00.0,12:00.0,12259,1,72,170.263889,12259,7,6,3
12,09:48.8,0009,15915,46:24.9,0046,37,15928,87,74,13,21.08,0,0,46:00.0,40:00.0,4396,1,19,231.368421,4396,14,15,12
8,18:38.7,0018,13984,40:46.7,0040,22,13992,75,66,9,21.82,0,0,44:00.0,34:00.0,5182,1,25,207.28,5182,14,12,11
3,21:25.1,0021,28402,31:01.2,0031,10,28405,82,77,5,18,0,0,10:00.0,30:00.0,3514,1,12,292.833333,3514,13,14,13
3,37:57.8,0037,14713,47:41.8,0047,10,14716,43,40,3,18,9.73,0,40:00.0,30:00.0,9797,1,48,204.104167,9797,8,6,5
4,12:48.0,0012,18699,26:41.0,0026,14,18703,68,64,4,17.14,13.88,13.88,27:00.0,09:00.0,6048,1,36,168,6048,5,12,10
26,13:02.3,0013,8392,59:07.4,0059,46,8415,71,54,17,30,46.08,0,03:00.0,10:00.0,18818,1,29,648.896552,18818,13,11,7
27,16:37.5,0016,8817,59:44.5,0059,43,8839,71,55,16,30.7,43.12,0,02:00.0,40:00.0,18364,1,58,316.62069,18364,13,11,7
11,20:48.1,0020,7841,43:33.2,0043,23,7848,77,69,8,18.26,22.43,0,47:00.0,12:00.0,2386,0,,,,11,13,10
5,24:28.2,0024,7856,43:28.2,0043,19,7860,65,60,5,12.63,0,7.98,45:00.0,40:00.0,11060,1,44,305.590909,13446,11,10,8
6,09:04.3,0009,7808,35:04.3,0035,26,7813,96,89,7,11.54,3,0.97,46:00.0,12:00.0,3743,1,6,623.833333,3743,18,16,14
5,43:46.9,0043,11877,56:57.9,0056,13,11882,75,65,10,23.08,1.02,0,20:00.0,20:00.0,5331,1,31,171.967742,5331,7,12,10
12,13:50.5,0013,30495,27:43.5,0027,14,30507,46,35,11,51.43,13.88,0,00:00.0,10:00.0,11031,1,62,177.919355,11031,6,6,5
5,40:39.3,0040,30537,54:26.3,0054,14,30543,47,40,7,25.71,0,8.68,10:00.0,10:00.0,10315,1,80,128.9375,10315,17,7,-1
15,14:50.6,0014,15045,32:45.6,0032,18,15061,47,29,18,53.33,0,0,34:00.0,58:00.0,12245,1,165,194.363636,32070,10,7,4
22,05:39.1,0005,13877,38:58.1,0038,33,13899,60,40,20,40,0,13.35,42:00.0,07:00.0,4187,0,,,,14,9,5
12,23:52.8,0023,5993,38:22.8,0038,15,6005,85,72,13,48,0,11.95,10:00.0,00:00.0,4280,1,24,178.333333,4280,8,15,12
3,40:04.3,0040,6219,50:57.3,0050,10,6223,97,93,4,24,0,0,55:00.0,10:00.0,1459,1,4,364.75,1459,9,16,-1
26,41:49.9,0041,17687,42:33.0,0042,1,17713,68,39,29,25.57,0,0,00:00.0,30:00.0,9359,1,53,176.584906,9359,13,12,-1
3,13:08.4,0013,19897,29:55.4,0029,16,19905,101,92,9,30,0,0,50:00.0,00:00.0,2212,1,8,276.5,2212,11,16,-1
6,32:37.7,0032,11662,46:45.7,0046,14,11669,27,20,7,30,0,0,00:00.0,10:00.0,13863,1,88,157.534091,13863,19,3,2
2,19:18.6,0019,8078,29:32.6,0029,10,8080,62,58,4,12,0,7.48,30:00.0,20:00.0,8721,1,33,264.272727,8721,22,10,9
41,02:52.0,0002,16483,52:15.1,0052,50,16539,101,-5,106,67.2,3.13,46.32,56:00.0,00:00.0,8877,1,56,158.517857,8877,6,14,-1
15,22:24.1,0022,5950,49:23.1,0049,27,5966,81,63,18,35.56,0,0,42:00.0,02:00.0,625,1,90,6.944444,625,20,14,-1
10,40:12.5,0040,15299,52:28.6,0052,12,15309,87,77,10,50,0,0,53:00.0,06:00.0,4427,1,20,221.35,4427,10,15,13
6,38:47.1,0038,14184,55:59.1,0055,17,14190,59,53,6,21.18,0,0,00:00.0,52:00.0,8007,1,62,194.032258,12030,14,9,8
26,18:06.4,0018,9633,59:55.4,0059,41,9657,68,51,17,35.12,41.82,0,03:00.0,55:00.0,22414,1,59,379.898305,22414,13,11,7
9,25:05.5,0025,20318,41:30.5,0041,16,20327,103,89,14,33.75,0,0,46:00.0,18:00.0,1615,1,9,179.444444,1615,11,16,15
5,17:52.3,0017,12219,26:02.3,0026,9,12224,28,22,6,33.33,0,5.62,00:00.0,00:00.0,13323,1,80,166.5375,13323,19,3,2
4,49:21.3,0049,6486,54:59.3,0054,5,6488,65,63,2,24,0,4.62,10:00.0,20:00.0,5648,0,,,,8,11,10
5,34:43.4,0034,19593,41:52.4,0041,7,19598,88,82,6,42.86,4.1,0,40:00.0,20:00.0,3429,1,10,342.9,3429,19,15,14
17,25:08.9,0025,7488,58:54.0,0058,33,7505,87,72,15,30.91,33.75,1.75,02:00.0,30:00.0,8674,1,40,216.85,8674,11,14,11
25,01:32.5,0001,8448,47:21.5,0047,46,8473,71,54,17,32.61,45.82,0,50:00.0,05:00.0,17104,1,58,294.896552,17104,13,11,7
8,35:38.9,0035,8731,45:38.0,0045,10,8733,70,68,2,12,9.98,0,49:00.0,31:00.0,16848,1,22,765.818182,16848,11,12,10
34,08:13.0,0008,16705,48:29.1,0048,40,16739,67,38,29,51,9.18,0,40:00.0,30:00.0,9974,1,66,151.121212,9974,8,11,5
3,01:59.5,0001,14444,15:48.6,0015,14,14448,44,40,4,17.14,9.23,0.52,25:00.0,42:00.0,9737,1,70,139.1,9737,5,6,5
13,10:29.6,0010,18443,39:31.6,0039,29,18456,83,72,11,26.9,3.05,0,40:00.0,25:00.0,4434,1,26,170.538462,4434,16,14,12
11,17:17.9,0017,16765,46:56.0,0046,29,16777,91,81,10,24.83,0,0,40:00.0,00:00.0,2832,1,12,236,2832,19,16,14
8,32:29.0,0032,6653,56:04.1,0056,24,6662,80,69,11,22.5,7.02,0,50:00.0,50:00.0,4805,1,22,218.409091,4805,7,13,11
7,36:03.7,0036,12747,53:09.7,0053,17,12754,81,68,13,24.71,5.12,17.1,20:00.0,10:00.0,4526,1,17,266.235294,4526,7,14,11
2,34:44.5,0034,28381,44:59.5,0045,11,28384,74,68,6,18,0,0,50:00.0,40:00.0,4810,1,14,343.571429,4810,17,12,-1
3,39:16.8,0039,11374,49:26.8,0049,10,11378,19,12,7,24,0,0,52:00.0,09:00.0,14481,1,72,201.125,14481,23,2,0
3,08:58.1,0008,16891,16:52.1,0016,8,16894,46,42,4,22.5,0,6.88,10:00.0,50:00.0,9803,1,58,169.017241,9803,24,6,-1
3,09:28.7,0009,8339,47:07.8,0047,38,8354,91,75,16,23.68,37.65,0,46:00.0,01:00.0,3421,1,20,171.05,3421,9,12,-1
13,04:25.6,0004,16996,23:18.7,0023,19,17009,76,63,13,41.05,18.88,0,20:00.0,40:00.0,5933,1,32,185.40625,5933,19,13,11
8,01:13.6,0001,6938,18:20.7,0018,17,6947,75,63,12,31.76,12.3,0,10:00.0,30:00.0,6124,1,23,266.26087,6124,7,12,10
3,19:41.6,0019,19471,26:57.7,0026,7,19475,39,-5,44,34.29,0,0,20:00.0,00:00.0,1421,0,,,,17,5,4
3,46:53.6,0046,11429,59:03.8,0059,13,11455,55,31,24,21.37,0,0,59:00.0,23:00.0,11976,1,77,155.532468,11976,23,4,-1
4,26:08.7,0026,19478,36:20.7,0036,10,19482,40,34,6,24,0,10.2,50:00.0,20:00.0,11733,1,86,152.953488,13154,17,5,4
2,41:46.0,0041,10321,47:53.0,0047,6,10323,32,30,2,20,0,6.12,40:00.0,20:00.0,10573,0,,,,12,4,4
33,00:23.7,0000,19482,38:13.8,0038,38,19515,104,79,25,52.11,0,0,37:00.0,19:00.0,4321,1,33,130.939394,4321,17,16,13
4,02:26.2,0002,21698,12:27.2,0012,10,21702,42,36,6,24,0,5.97,00:00.0,50:00.0,2052,0,,,,17,6,5
24,07:42.6,0007,15281,50:51.7,0050,43,15305,65,44,21,33.49,43.15,43.15,11:00.0,11:00.0,8927,1,41,217.731707,8927,5,10,6
4,01:50.9,0001,14496,44:08.0,0044,43,14547,97,58,39,29.71,0,93.72,40:00.0,10:00.0,615,0,,,,15,10,9
21,15:54.0,0015,14547,53:27.2,0053,38,14599,62,20,42,31.84,0,88.69,53:00.0,22:00.0,4229,0,,,,15,5,2
14,12:24.7,0012,16404,43:40.7,0043,31,16418,88,77,11,27.1,0,3.18,04:00.0,39:00.0,4111,1,22,186.863636,4111,18,15,13
4,44:51.4,0044,25152,54:58.4,0054,10,25156,46,41,5,24,6.08,0,40:00.0,30:00.0,10022,1,55,182.218182,10022,17,7,6
4,16:55.2,0016,9496,28:13.2,0028,12,9501,72,65,7,25,0,0,20:00.0,30:00.0,5417,1,30,180.566667,5417,7,12,-1
8,24:51.6,0024,10418,40:52.6,0040,16,10427,64,53,11,33.75,0,11.97,10:00.0,10:00.0,7661,1,43,178.162791,7661,7,9,8
2,20:04.2,0020,9604,40:29.3,0040,20,9607,35,32,3,9,11.2,0,40:00.0,50:00.0,11048,1,71,155.605634,11048,8,5,4
5,11:45.3,0011,21707,21:57.3,0021,10,21712,45,37,8,30,0,10.2,20:00.0,20:00.0,10834,1,98,148,14504,17,6,5
6,09:28.2,0009,20799,37:33.2,0037,28,20805,48,39,9,12.86,0,0,30:00.0,20:00.0,1775,0,,,,17,7,5
5,25:52.3,0025,13960,43:58.4,0043,18,13965,91,86,5,16.67,0,5.63,40:00.0,10:00.0,2815,1,5,563,2815,15,16,15
16,19:16.4,0019,13970,53:46.5,0053,34,13986,98,87,11,28.24,0,27.78,10:00.0,08:00.0,2463,1,16,153.9375,2463,15,16,-1
7,13:29.3,0013,20811,33:29.3,0033,20,20818,51,42,9,21,0,0,30:00.0,30:00.0,8119,1,80,123.675,9894,17,8,6
2,02:39.3,0002,17303,09:37.4,0009,7,17305,80,77,3,17.14,0,0,10:00.0,40:00.0,3535,1,12,294.583333,3535,19,12,12
5,34:45.6,0034,23364,47:55.7,0047,13,23370,88,82,6,27.69,0,0,10:00.0,50:00.0,3088,1,11,280.727273,3088,13,14,14
10,17:42.2,0017,22493,34:01.2,0034,17,22503,65,56,9,35.29,0,0,30:00.0,20:00.0,7425,1,50,148.5,7425,6,10,9
27,07:24.5,0007,13595,50:38.5,0050,43,13623,60,32,28,39.07,43.23,0,55:00.0,57:00.0,11215,1,81,138.45679,11215,5,7,3
40,31:47.7,0031,23146,38:43.8,0038,7,23186,102,54,48,35.82,0,0,41:00.0,17:00.0,7241,1,40,181.025,7241,11,16,8
18,49:24.6,0049,15884,53:07.7,0053,4,15903,78,59,19,17.81,0,0,56:00.0,28:00.0,7274,1,41,177.414634,7274,14,13,9
3,40:58.6,0040,19380,50:40.6,0050,10,19383,36,30,6,18,8.68,0,50:00.0,10:00.0,10989,1,56,196.232143,10989,6,5,4
2,35:11.9,0035,10411,43:25.9,0043,8,10414,55,-5,60,22.5,0,7.18,45:00.0,22:00.0,7197,1,44,163.568182,7197,23,8,8
10,16:40.3,0016,16023,33:30.3,0033,17,16033,44,34,10,35.29,5.05,0,07:00.0,05:00.0,5535,0,,,,19,6,-1
2,19:55.4,0019,16041,41:30.5,0041,22,16045,104,100,4,10.91,21.58,0,00:00.0,00:00.0,1172,1,4,293,1172,24,16,16
18,35:19.5,0035,16138,38:10.6,0038,3,16157,104,80,24,18.1,0,0,38:00.0,56:00.0,3385,1,19,178.157895,3385,14,16,13
2,29:33.1,0029,24295,38:57.2,0038,9,24297,99,96,3,13.33,0,0,40:00.0,00:00.0,5570,1,2,2785,5570,13,16,16
3,44:00.9,0044,12741,54:27.9,0054,10,12745,56,51,5,24,10.45,0,30:00.0,06:00.0,16432,1,50,328.64,16432,23,8,-1
10,31:50.5,0031,22353,48:58.6,0048,17,22363,56,46,10,35.29,0,13.07,00:00.0,00:00.0,5858,0,,,,17,8,7
3,25:24.4,0025,8103,34:52.4,0034,9,8107,67,61,6,26.67,0,6.15,30:00.0,00:00.0,6153,1,28,219.75,6153,7,11,10
20,22:02.2,0022,23705,44:25.2,0044,22,23724,104,76,28,51.82,16.97,0,40:00.0,00:00.0,3580,1,19,188.421053,3580,6,16,13
6,21:44.6,0021,23518,41:30.6,0041,20,23525,54,45,9,21,0,11.12,20:00.0,00:00.0,9840,1,111,164.252252,18232,17,8,6
21,20:15.4,0020,15674,53:34.5,0053,33,15697,84,64,20,41.82,0,33.32,50:00.0,10:00.0,5780,1,42,137.619048,5780,15,14,10
14,30:59.2,0030,17880,54:40.2,0054,24,17894,66,54,12,35,0,0,59:00.0,27:00.0,3774,1,61,85.754098,5231,16,10,8
14,04:54.6,0004,16157,38:24.6,0038,34,16172,102,88,14,26.47,0,0,39:00.0,22:00.0,1978,1,15,131.866667,1978,14,16,15
25,06:14.9,0006,19541,39:25.9,0039,33,19565,80,58,22,43.64,0,0,30:00.0,00:00.0,6555,1,50,131.1,6555,17,13,9
12,35:21.9,0035,22598,59:42.0,0059,24,22610,77,64,13,30,8.18,20.25,00:00.0,20:00.0,6228,1,24,259.5,6228,13,14,10
29,08:45.1,0008,18671,42:15.2,0042,34,18686,84,70,14,26.47,32.5,0,45:00.0,33:00.0,4919,1,29,169.62069,4919,16,16,11
17,17:55.3,0017,23138,47:37.3,0047,30,23156,37,19,18,36,0,29.7,40:00.0,40:00.0,13215,1,90,146.833333,13215,6,5,2
2,33:22.6,0033,23071,44:58.7,0044,11,23099,81,51,30,23.66,0,0,40:00.0,20:00.0,7230,1,51,141.764706,7230,13,8,8
20,04:58.7,0004,11947,44:07.8,0044,40,11968,73,58,15,31.5,0,0,58:00.0,17:00.0,19805,1,42,471.547619,19805,23,12,9
11,24:26.2,0024,22140,26:28.2,0026,2,22145,19,15,4,150,0,0,20:00.0,30:00.0,14123,0,,,,6,3,1
18,05:58.4,0005,13756,36:11.4,0036,31,13775,83,66,17,36.77,0,30.22,50:00.0,00:00.0,5303,1,39,135.974359,5303,15,14,11
2,41:56.0,0041,20410,51:44.0,0051,10,20413,63,57,6,18,0,9.8,20:00.0,20:00.0,8193,1,77,163.896104,12620,17,10,-1
3,41:58.0,0041,23598,48:32.0,0048,7,23601,70,64,6,25.71,6.57,0,50:00.0,40:00.0,2373,0,,,,17,11,10
5,45:56.3,0045,24941,59:37.3,0059,14,24946,54,46,8,21.43,13.68,0,50:00.0,30:00.0,9291,1,44,211.159091,9291,13,8,7
27,07:15.7,0007,17012,49:42.8,0049,42,17040,55,32,23,40,42.45,0,49:00.0,57:00.0,11055,1,71,155.704225,11055,5,8,4
15,24:10.8,0024,18116,41:13.9,0041,17,18132,82,62,20,56.47,17.05,0,52:00.0,04:00.0,6094,1,16,380.875,6094,10,16,-1
3,01:50.6,0001,26616,11:59.6,0012,11,26619,55,49,6,18,0,7.15,10:00.0,50:00.0,9331,1,73,127.821918,9331,17,8,7
5,10:50.8,0010,26376,20:35.8,0020,10,26382,65,57,8,36,0,0,20:00.0,00:00.0,1862,0,,,,17,10,9
7,33:35.4,0033,17143,55:01.5,0055,22,17152,63,53,10,24.55,0,18.52,50:00.0,00:00.0,7847,1,63,124.555556,7847,15,10,-1
3,11:53.5,0011,21498,18:43.5,0018,7,21501,88,83,5,25.71,0,0,20:00.0,00:00.0,3298,1,6,549.666667,3298,17,15,14
2,29:56.9,0029,23726,37:42.9,0037,8,23728,72,70,2,15,7.77,0,30:00.0,20:00.0,4680,1,24,195,4680,13,13,12
11,05:26.4,0005,14402,28:27.4,0028,23,14414,53,44,9,31.3,0,23.02,50:00.0,40:00.0,9674,1,72,134.361111,9674,15,7,6
5,38:59.5,0039,9307,52:55.5,0052,13,9312,45,40,5,21.43,13.93,0,25:00.0,45:00.0,9191,1,59,155.779661,9191,9,6,5
23,07:14.0,0007,24730,50:25.1,0050,43,24753,74,42,32,32.09,40.98,0,50:00.0,10:00.0,3809,0,,,,13,13,7
48,27:52.6,0027,23236,27:48.7,0027,0,23285,78,13,65,49,59.94,0,20:00.0,50:00.0,6424,0,,,,17,13,1
5,22:48.4,0022,24505,30:54.4,0030,8,24510,21,16,5,37.5,0,0,30:00.0,30:00.0,13794,1,89,154.988764,13794,6,2,1
11,21:36.2,0021,24764,41:41.2,0041,20,24774,57,43,14,30,0,0,40:00.0,00:00.0,9136,1,74,174.932432,12945,13,9,6
4,25:28.7,0025,23289,32:28.7,0032,7,23293,59,54,5,34.29,0,5.9,30:00.0,40:00.0,8165,1,90,162.1,14589,17,9,8
33,02:40.7,0002,11456,47:45.8,0047,45,11490,70,36,34,45.33,45.08,0,40:00.0,40:00.0,10885,1,65,167.461538,10885,8,11,5
2,28:15.9,0028,10377,35:13.9,0035,7,10379,17,15,2,17.14,0,0,35:00.0,35:00.0,13805,1,69,200.072464,13805,20,-1,1
4,37:29.4,0037,24400,44:36.4,0044,7,24404,84,78,6,34.29,0,7.12,40:00.0,10:00.0,3672,1,81,156.691358,12692,17,15,13
19,26:53.9,0026,17046,56:49.0,0056,30,17066,64,45,19,40,29.92,0,10:00.0,20:00.0,8653,1,50,173.06,8653,19,10,6
13,14:58.4,0014,10411,44:28.4,0044,30,10425,78,64,14,28,28.55,0,30:00.0,50:00.0,7405,1,37,200.135135,7405,12,13,10
8,03:09.1,0003,19637,22:31.2,0022,19,19645,29,19,10,25.26,0,0,20:00.0,10:00.0,12910,1,80,161.375,12910,17,4,2
5,49:13.0,0049,9328,59:25.0,0059,10,9332,28,25,3,24,0,10.2,40:00.0,30:00.0,12998,1,71,183.070423,12998,8,4,3
14,03:51.9,0003,21430,24:13.0,0024,21,21444,88,73,15,40,0,20.35,00:00.0,50:00.0,4905,1,29,169.137931,4905,6,15,12
4,04:17.9,0004,14684,17:06.9,0017,13,14688,65,62,3,18.46,12.82,1.03,31:00.0,29:00.0,5989,1,36,166.361111,5989,5,10,10
6,08:55.8,0008,10121,36:22.9,0036,28,10130,96,88,8,19.29,0,0,37:00.0,49:00.0,2931,1,9,325.666667,2931,20,16,15
19,07:04.7,0007,15871,47:23.8,0047,40,15890,78,60,18,28.5,0,0,04:00.0,59:00.0,6722,1,43,156.325581,6722,18,13,9
3,23:57.6,0023,18937,34:54.6,0034,11,18940,88,85,3,16.36,0,0,37:00.0,35:00.0,2791,1,8,348.875,2791,16,15,15
1,29:37.9,0029,17245,36:35.9,0036,7,17246,66,64,2,8.57,0,0,40:00.0,50:00.0,5566,1,43,129.44186,5566,19,11,-1
11,30:45.5,0030,23515,47:50.6,0047,17,23526,64,53,11,38.82,0,15.03,00:00.0,50:00.0,7594,1,67,160.701493,10767,13,11,8
23,09:17.2,0009,15189,50:16.2,0050,41,15213,65,41,24,35.12,39.98,0,10:00.0,38:00.0,10194,1,54,188.777778,10194,5,10,6
31,15:27.5,0015,20787,30:11.5,0030,15,20796,31,22,9,36,0,0,16:00.0,15:00.0,2533,1,66,38.378788,2533,16,9,2
8,28:37.8,0028,17831,47:45.8,0047,19,17839,92,86,6,25.26,19.13,2.03,48:00.0,21:00.0,2602,1,8,325.25,2602,18,16,15
12,19:10.5,0019,26788,48:45.5,0048,29,26801,54,38,16,26.9,13.32,0,20:00.0,20:00.0,10442,1,68,153.558824,10442,13,8,6
4,05:52.4,0005,14158,13:40.4,0013,8,14162,55,51,4,30,7.8,0,16:00.0,59:00.0,7524,1,43,174.976744,7524,23,10,10
10,25:27.0,0025,27051,51:54.0,0051,26,27062,29,22,7,25.38,0,0,10:00.0,50:00.0,12461,1,82,151.963415,12461,17,4,2
5,13:52.8,0013,21609,24:11.9,0024,11,21614,92,84,8,27.27,0,0,20:00.0,50:00.0,3302,1,5,660.4,3302,17,16,14
9,02:57.3,0002,16363,26:58.4,0026,24,16372,91,84,7,22.5,23.2,4.07,46:00.0,02:00.0,3329,1,9,369.888889,3329,18,16,14
8,05:21.5,0005,16524,28:22.5,0028,23,16532,90,83,7,20.87,0,0,50:00.0,08:00.0,3182,1,18,176.777778,3182,18,15,14
8,36:39.2,0036,8416,58:33.2,0058,22,8440,72,45,27,65.45,21.9,6.63,01:00.0,01:00.0,8569,1,55,155.8,8569,9,8,7
3,49:44.9,0049,11293,56:55.9,0056,7,11296,36,33,3,25.71,7.18,0,50:00.0,20:00.0,3657,0,,,,8,5,4
16,17:52.0,0017,16184,56:01.1,0056,39,16201,97,80,17,26.15,38.15,1.92,08:00.0,44:00.0,13271,0,,,,5,16,13
15,16:25.4,0016,24094,44:09.4,0044,28,24108,58,47,11,30,0,0,00:00.0,50:00.0,12490,1,85,146.941176,12490,17,9,7
3,08:48.0,0008,25246,22:30.1,0022,14,25249,47,45,2,12.86,13.7,0,10:00.0,20:00.0,8518,1,51,167.019608,8518,13,8,-1
9,30:56.1,0030,8969,53:46.2,0053,23,8978,78,70,8,23.48,19.87,0,20:00.0,40:00.0,3072,0,,,,7,9,8
4,46:57.6,0046,13415,52:32.6,0052,6,13420,21,17,4,50,0,0,52:00.0,19:00.0,13509,1,44,307.022727,13509,23,2,0
37,09:40.3,0009,25140,50:58.4,0050,41,25177,67,32,35,54.15,0,0,50:00.0,00:00.0,11265,1,74,152.22973,11265,6,11,-1
2,29:28.9,0029,11297,39:10.9,0039,10,11299,58,56,2,12,6.65,0,40:00.0,10:00.0,1354,0,,,,8,9,9
18,23:28.6,0023,15911,50:07.7,0050,27,15930,87,71,16,42.22,0,18.95,50:00.0,40:00.0,4532,1,38,119.263158,4532,15,15,12
11,05:16.2,0005,15669,20:09.2,0020,15,15679,86,78,8,40,14.88,0,39:00.0,16:00.0,4034,1,15,268.933333,4034,18,15,13
5,00:48.2,0000,7011,10:32.2,0010,10,7016,84,75,9,30,4.08,7.7,10:00.0,10:00.0,4457,1,14,318.357143,4457,7,14,12
5,42:27.1,0042,13262,55:44.1,0055,13,13267,100,90,10,23.08,0,1.02,50:00.0,20:00.0,2383,1,5,476.6,2383,15,16,15
4,01:48.5,0001,15118,16:11.5,0016,15,15122,71,66,5,16,14.38,1.03,34:00.0,14:00.0,5338,1,37,144.27027,5338,5,12,11
10,49:46.0,0049,19143,51:31.1,0051,2,19163,91,72,19,19.35,9.27,0,53:00.0,46:00.0,5040,1,32,157.5,5040,16,14,12
9,34:22.6,0034,8738,52:12.6,0052,18,8748,94,83,11,33.33,16.97,0,55:00.0,23:00.0,3046,1,10,304.6,3046,9,16,14
1,31:10.0,0031,9391,55:12.1,0055,24,9398,75,69,6,17.5,24.03,0,40:00.0,30:00.0,4598,1,22,209,4598,8,11,11
24,04:24.5,0004,21142,36:28.5,0036,32,21167,49,24,25,46.88,29.05,0,20:00.0,40:00.0,11611,1,85,136.6,11611,17,7,-1
37,01:25.9,0001,22691,37:49.0,0037,36,22728,69,34,35,61.67,0,34.12,30:00.0,30:00.0,10424,1,74,140.864865,10424,6,11,4
5,17:05.2,0017,26727,34:11.2,0034,17,26733,82,74,8,21.18,17.1,17.1,00:00.0,20:00.0,3571,1,17,210.058824,3571,13,14,12
3,43:24.8,0043,26977,53:36.8,0053,10,26980,64,58,6,18,0,5.13,10:00.0,00:00.0,7052,1,46,153.304348,7052,17,10,-1
6,08:27.8,0008,10444,19:08.8,0019,11,10451,80,70,10,38.18,0,9.68,10:00.0,10:00.0,4858,1,19,255.684211,4858,7,14,11
3,43:22.1,0043,10301,53:21.1,0053,10,10304,82,78,4,18,9.98,0,53:00.0,15:00.0,3495,1,12,291.25,3495,20,14,-1
8,01:57.7,0001,7962,29:13.8,0029,28,7974,75,60,15,25.71,0,0,30:00.0,50:00.0,6265,1,36,174.027778,6265,7,12,9
11,21:13.2,0021,24119,41:12.3,0041,20,24130,45,31,14,33,14.87,0,40:00.0,40:00.0,10858,1,69,157.362319,10858,13,8,4
4,22:18.9,0022,22150,32:00.9,0032,10,22154,31,25,6,24,0,7.17,20:00.0,50:00.0,12092,1,172,149.424419,25701,17,4,3
10,14:04.0,0014,14986,33:31.0,0033,19,14997,73,64,9,34.74,0,17.43,30:00.0,40:00.0,5362,1,40,134.05,5362,15,12,10
9,03:59.7,0004,15702,18:38.7,0018,14,15711,35,26,9,36,14.65,0,20:00.0,10:00.0,4051,0,,,,24,5,3
78,30:55.3,0030,3738,30:46.4,0030,0,3815,100,21,79,77,59.85,0,30:00.0,40:00.0,13748,1,78,176.25641,13748,10,16,-1
16,13:25.7,0013,1243,40:12.8,0040,27,1261,69,46,23,40,6.78,26.78,00:00.0,50:00.0,9666,1,49,197.265306,9666,8,10,-1
4,15:31.9,0015,4514,26:43.0,0026,11,4570,98,42,56,47.32,51.58,71.19,30:00.0,30:00.0,10503,0,,,,6,6,6
